cve,icsa_id,title,icsa_pub_date,icsa_cvss_v3,icsa_cwes,icsa_vendor_products,icsa_url,icsa_feed_date
CVE-2025-7746,ICSA-25-259-01,"Schneider Electric Altivar Products, ATVdPAC Module, ILC992 InterLink Converter",2025-09-16T12:00:00Z,,CWE-79,Schneider Electric reports that the following products are affected: | Schneider Electric ATVdPAC module: Versions prior to 25.0 Schneider Electric Altivar Process Drives ATV930: All versions Schneider Electric Altivar Process Drives ATV950: All versions Schneider Electric Altivar Process Drives ATV955: All versions Schneider Electric Altivar Process Drives ATV960: All versions Schneider Electric Altivar Process Drives ATV980: All versions Schneider Electric Altivar Process Drives ATV9A0: All versions Schneider Electric Altivar Process Drives ATV9B0: All versions Schneider Electric Altivar Process Drives ATV9L0: All versions Schneider Electric Altivar Process Drives ATV991: All versions Schneider Electric Altivar Process Drives ATV992: All versions Schneider Electric Altivar Process Drives ATV993: All versions Schneider Electric ILC992 InterLink Converter: All versions Schneider Electric Altivar Machine Drives ATV340E: All versions Schneider Electric Altivar Process Drives ATV6000 Medium Voltage: All versions Schneider Electric Altivar Soft Starter ATS490: All versions Schneider Electric Altivar Process Communication Modules VW3A3720: All versions Schneider Electric Altivar Process Communication Modules VW3A3721: All versions Schneider Electric Altivar Process Drives ATV630: All versions Schneider Electric Altivar Process Drives ATV650: All versions Schneider Electric Altivar Process Drives ATV660: All versions Schneider Electric Altivar Process Drives ATV680: All versions Schneider Electric Altivar Process Drives ATV6A0: All versions Schneider Electric Altivar Process Drives ATV6B0: All versions Schneider Electric Altivar Process Drives ATV6L0: All versions | Schneider Electric ATVdPAC module: Versions prior to 25.0 | Schneider Electric Altivar Process Drives ATV930: All versions | Schneider Electric Altivar Process Drives ATV950: All versions | Schneider Electric Altivar Process Drives ATV955: All versions | Schneider Electric Altivar Process Drives ATV960: All versions | Schneider Electric Altivar Process Drives ATV980: All versions | Schneider Electric Altivar Process Drives ATV9A0: All versions | Schneider Electric Altivar Process Drives ATV9B0: All versions | Schneider Electric Altivar Process Drives ATV9L0: All versions | Schneider Electric Altivar Process Drives ATV991: All versions | Schneider Electric Altivar Process Drives ATV992: All versions | Schneider Electric Altivar Process Drives ATV993: All versions | Schneider Electric ILC992 InterLink Converter: All versions | Schneider Electric Altivar Machine Drives ATV340E: All versions | Schneider Electric Altivar Process Drives ATV6000 Medium Voltage: All versions | Schneider Electric Altivar Soft Starter ATS490: All versions | Schneider Electric Altivar Process Communication Modules VW3A3720: All versions | Schneider Electric Altivar Process Communication Modules VW3A3721: All versions | Schneider Electric Altivar Process Drives ATV630: All versions | Schneider Electric Altivar Process Drives ATV650: All versions | Schneider Electric Altivar Process Drives ATV660: All versions | Schneider Electric Altivar Process Drives ATV680: All versions | Schneider Electric Altivar Process Drives ATV6A0: All versions | Schneider Electric Altivar Process Drives ATV6B0: All versions | Schneider Electric Altivar Process Drives ATV6L0: All versions,https://www.cisa.gov/news-events/ics-advisories/icsa-25-259-01,"Tue, 16 Sep 25 12:00:00 +0000"
CVE-2021-3712,ICSA-25-259-05,Siemens OpenSSL Vulnerability in Industrial Products,2025-09-16T12:00:00Z,7.4,CWE-125,"Siemens reports that the following products are affected: | Siemens Industrial Edge - Machine Insight App: All versions Siemens RUGGEDCOM ROX RX1510: All versions prior to V2.15.0 Siemens SCALANCE X201-3P IRT PRO (6GK5201-3JR00-2BA6): All versions prior to V5.5.2 Siemens SCALANCE X202-2IRT (6GK5202-2BB00-2BA3): All versions prior to V5.5.2 Siemens SCALANCE X202-2P IRT (6GK5202-2BH00-2BA3): All versions prior to V5.5.2 Siemens SCALANCE X202-2P IRT PRO (6GK5202-2JR00-2BA6): All versions prior to V5.5.2 Siemens SCALANCE X204-2 (6GK5204-2BB10-2AA3): All versions prior to V5.2.6 Siemens SCALANCE X204-2FM (6GK5204-2BB11-2AA3): All versions prior to V5.2.6 Siemens SCALANCE X204-2LD (6GK5204-2BC10-2AA3): All versions prior to V5.2.6 Siemens SCALANCE X204-2LD TS (6GK5204-2BC10-2CA2): All versions prior to V5.2.6 Siemens SCALANCE X204-2TS (6GK5204-2BB10-2CA2): All versions prior to V5.2.6 Siemens SCALANCE X204IRT (6GK5204-0BA00-2BA3): All versions prior to V5.5.2 Siemens RUGGEDCOM ROX RX1511: All versions prior to V2.15.0 Siemens SCALANCE X204IRT PRO (6GK5204-0JA00-2BA6): All versions prior to V5.5.2 Siemens SCALANCE X206-1 (6GK5206-1BB10-2AA3): All versions prior to V5.2.6 Siemens SCALANCE X206-1LD (6GK5206-1BC10-2AA3): All versions prior to V5.2.6 Siemens SCALANCE X208 (6GK5208-0BA10-2AA3): All versions prior to V5.2.6 Siemens SCALANCE X208PRO (6GK5208-0HA10-2AA6): All versions prior to V5.2.6 Siemens SCALANCE X212-2 (6GK5212-2BB00-2AA3): All versions prior to V5.2.6 Siemens SCALANCE X212-2LD (6GK5212-2BC00-2AA3): All versions prior to V5.2.6 Siemens SCALANCE X216 (6GK5216-0BA00-2AA3): All versions prior to V5.2.6 Siemens SCALANCE X224 (6GK5224-0BA00-2AA3): All versions prior to V5.2.6 Siemens SCALANCE X302-7 EEC (230V, coated) (6GK5302-7GD00-3GA3): All versions prior to V4.1.4 Siemens RUGGEDCOM ROX RX1512: All versions prior to V2.15.0 Siemens SCALANCE X302-7 EEC (230V) (6GK5302-7GD00-3EA3): All versions prior to V4.1.4 Siemens SCALANCE X302-7 EEC (24V, coated) (6GK5302-7GD00-1GA3): All versions prior to V4.1.4 Siemens SCALANCE X302-7 EEC (24V) (6GK5302-7GD00-1EA3): All versions prior to V4.1.4 Siemens SCALANCE X302-7 EEC (2x 230V, coated) (6GK5302-7GD00-4GA3): All versions prior to V4.1.4 Siemens SCALANCE X302-7 EEC (2x 230V) (6GK5302-7GD00-4EA3): All versions prior to V4.1.4 Siemens SCALANCE X302-7 EEC (2x 24V, coated) (6GK5302-7GD00-2GA3): All versions prior to V4.1.4 Siemens SCALANCE X302-7 EEC (2x 24V) (6GK5302-7GD00-2EA3): All versions prior to V4.1.4 Siemens SCALANCE X304-2FE (6GK5304-2BD00-2AA3): All versions prior to V4.1.4 Siemens SCALANCE X306-1LD FE (6GK5306-1BF00-2AA3): All versions prior to V4.1.4 Siemens SCALANCE X307-2 EEC (230V, coated) (6GK5307-2FD00-3GA3): All versions prior to V4.1.4 Siemens RUGGEDCOM ROX RX1524: All versions prior to V2.15.0 Siemens SCALANCE X307-2 EEC (230V) (6GK5307-2FD00-3EA3): All versions prior to V4.1.4 Siemens SCALANCE X307-2 EEC (24V, coated) (6GK5307-2FD00-1GA3): All versions prior to V4.1.4 Siemens SCALANCE X307-2 EEC (24V) (6GK5307-2FD00-1EA3): All versions prior to V4.1.4 Siemens SCALANCE X307-2 EEC (2x 230V, coated) (6GK5307-2FD00-4GA3): All versions prior to V4.1.4 Siemens SCALANCE X307-2 EEC (2x 230V) (6GK5307-2FD00-4EA3): All versions prior to V4.1.4 Siemens SCALANCE X307-2 EEC (2x 24V, coated) (6GK5307-2FD00-2GA3): All versions prior to V4.1.4 Siemens SCALANCE X307-2 EEC (2x 24V) (6GK5307-2FD00-2EA3): All versions prior to V4.1.4 Siemens SCALANCE X307-3 (6GK5307-3BL00-2AA3): All versions prior to V4.1.4 Siemens SCALANCE X307-3 (6GK5307-3BL10-2AA3): All versions prior to V4.1.4 Siemens SCALANCE X307-3LD (6GK5307-3BM10-2AA3): All versions prior to V4.1.4 Siemens RUGGEDCOM ROX RX1536: All versions prior to V2.15.0 Siemens SCALANCE X307-3LD (6GK5307-3BM00-2AA3): All versions prior to V4.1.4 Siemens SCALANCE X308-2 (6GK5308-2FL00-2AA3): All versions prior to V4.1.4 Siemens SCALANCE X308-2 (6GK5308-2FL10-2AA3): All versions prior to V4.1.4 Siemens SCALANCE X308-2LD (6GK5308-2FM00-2AA3)",https://www.cisa.gov/news-events/ics-advisories/icsa-25-259-05,"Tue, 16 Sep 25 12:00:00 +0000"
CVE-2023-2953,ICSA-25-259-02,Hitachi Energy RTU500 Series,2025-09-16T12:00:00Z,,CWE-121;CWE-122;CWE-190;CWE-354;CWE-476;CWE-611;CWE-776,"Hitachi Energy reports that the following products are affected: | Hitachi Energy RTU500 series: Version 13.6.1 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) Hitachi Energy RTU500 series: Versions 12.7.1 through 12.7.7 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) Hitachi Energy RTU500 series: Versions 13.4.1 through 13.4.4 (CVE-2025-39203) Hitachi Energy RTU500 series: Versions 13.5.1 through 13.5.3 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) Hitachi Energy RTU500 series: Versions 13.7.1 through 13.7.6 | Hitachi Energy RTU500 series: Version 13.6.1 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) | Hitachi Energy RTU500 series: Versions 12.7.1 through 12.7.7 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) | Hitachi Energy RTU500 series: Versions 13.4.1 through 13.4.4 (CVE-2025-39203) | Hitachi Energy RTU500 series: Versions 13.5.1 through 13.5.3 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) | Hitachi Energy RTU500 series: Versions 13.7.1 through 13.7.6",https://www.cisa.gov/news-events/ics-advisories/icsa-25-259-02,"Tue, 16 Sep 25 12:00:00 +0000"
CVE-2024-28757,ICSA-25-259-02,Hitachi Energy RTU500 Series,2025-09-16T12:00:00Z,,CWE-121;CWE-122;CWE-190;CWE-354;CWE-476;CWE-611;CWE-776,"Hitachi Energy reports that the following products are affected: | Hitachi Energy RTU500 series: Version 13.6.1 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) Hitachi Energy RTU500 series: Versions 12.7.1 through 12.7.7 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) Hitachi Energy RTU500 series: Versions 13.4.1 through 13.4.4 (CVE-2025-39203) Hitachi Energy RTU500 series: Versions 13.5.1 through 13.5.3 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) Hitachi Energy RTU500 series: Versions 13.7.1 through 13.7.6 | Hitachi Energy RTU500 series: Version 13.6.1 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) | Hitachi Energy RTU500 series: Versions 12.7.1 through 12.7.7 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) | Hitachi Energy RTU500 series: Versions 13.4.1 through 13.4.4 (CVE-2025-39203) | Hitachi Energy RTU500 series: Versions 13.5.1 through 13.5.3 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) | Hitachi Energy RTU500 series: Versions 13.7.1 through 13.7.6",https://www.cisa.gov/news-events/ics-advisories/icsa-25-259-02,"Tue, 16 Sep 25 12:00:00 +0000"
CVE-2024-45490,ICSA-25-259-02,Hitachi Energy RTU500 Series,2025-09-16T12:00:00Z,,CWE-121;CWE-122;CWE-190;CWE-354;CWE-476;CWE-611;CWE-776,"Hitachi Energy reports that the following products are affected: | Hitachi Energy RTU500 series: Version 13.6.1 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) Hitachi Energy RTU500 series: Versions 12.7.1 through 12.7.7 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) Hitachi Energy RTU500 series: Versions 13.4.1 through 13.4.4 (CVE-2025-39203) Hitachi Energy RTU500 series: Versions 13.5.1 through 13.5.3 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) Hitachi Energy RTU500 series: Versions 13.7.1 through 13.7.6 | Hitachi Energy RTU500 series: Version 13.6.1 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) | Hitachi Energy RTU500 series: Versions 12.7.1 through 12.7.7 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) | Hitachi Energy RTU500 series: Versions 13.4.1 through 13.4.4 (CVE-2025-39203) | Hitachi Energy RTU500 series: Versions 13.5.1 through 13.5.3 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) | Hitachi Energy RTU500 series: Versions 13.7.1 through 13.7.6",https://www.cisa.gov/news-events/ics-advisories/icsa-25-259-02,"Tue, 16 Sep 25 12:00:00 +0000"
CVE-2024-45491,ICSA-25-259-02,Hitachi Energy RTU500 Series,2025-09-16T12:00:00Z,,CWE-121;CWE-122;CWE-190;CWE-354;CWE-476;CWE-611;CWE-776,"Hitachi Energy reports that the following products are affected: | Hitachi Energy RTU500 series: Version 13.6.1 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) Hitachi Energy RTU500 series: Versions 12.7.1 through 12.7.7 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) Hitachi Energy RTU500 series: Versions 13.4.1 through 13.4.4 (CVE-2025-39203) Hitachi Energy RTU500 series: Versions 13.5.1 through 13.5.3 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) Hitachi Energy RTU500 series: Versions 13.7.1 through 13.7.6 | Hitachi Energy RTU500 series: Version 13.6.1 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) | Hitachi Energy RTU500 series: Versions 12.7.1 through 12.7.7 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) | Hitachi Energy RTU500 series: Versions 13.4.1 through 13.4.4 (CVE-2025-39203) | Hitachi Energy RTU500 series: Versions 13.5.1 through 13.5.3 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) | Hitachi Energy RTU500 series: Versions 13.7.1 through 13.7.6",https://www.cisa.gov/news-events/ics-advisories/icsa-25-259-02,"Tue, 16 Sep 25 12:00:00 +0000"
CVE-2024-45492,ICSA-25-259-02,Hitachi Energy RTU500 Series,2025-09-16T12:00:00Z,,CWE-121;CWE-122;CWE-190;CWE-354;CWE-476;CWE-611;CWE-776,"Hitachi Energy reports that the following products are affected: | Hitachi Energy RTU500 series: Version 13.6.1 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) Hitachi Energy RTU500 series: Versions 12.7.1 through 12.7.7 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) Hitachi Energy RTU500 series: Versions 13.4.1 through 13.4.4 (CVE-2025-39203) Hitachi Energy RTU500 series: Versions 13.5.1 through 13.5.3 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) Hitachi Energy RTU500 series: Versions 13.7.1 through 13.7.6 | Hitachi Energy RTU500 series: Version 13.6.1 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) | Hitachi Energy RTU500 series: Versions 12.7.1 through 12.7.7 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) | Hitachi Energy RTU500 series: Versions 13.4.1 through 13.4.4 (CVE-2025-39203) | Hitachi Energy RTU500 series: Versions 13.5.1 through 13.5.3 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) | Hitachi Energy RTU500 series: Versions 13.7.1 through 13.7.6",https://www.cisa.gov/news-events/ics-advisories/icsa-25-259-02,"Tue, 16 Sep 25 12:00:00 +0000"
CVE-2025-39203,ICSA-25-259-02,Hitachi Energy RTU500 Series,2025-09-16T12:00:00Z,,CWE-121;CWE-122;CWE-190;CWE-354;CWE-476;CWE-611;CWE-776,"Hitachi Energy reports that the following products are affected: | Hitachi Energy RTU500 series: Version 13.6.1 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) Hitachi Energy RTU500 series: Versions 12.7.1 through 12.7.7 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) Hitachi Energy RTU500 series: Versions 13.4.1 through 13.4.4 (CVE-2025-39203) Hitachi Energy RTU500 series: Versions 13.5.1 through 13.5.3 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) Hitachi Energy RTU500 series: Versions 13.7.1 through 13.7.6 | Hitachi Energy RTU500 series: Version 13.6.1 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) | Hitachi Energy RTU500 series: Versions 12.7.1 through 12.7.7 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) | Hitachi Energy RTU500 series: Versions 13.4.1 through 13.4.4 (CVE-2025-39203) | Hitachi Energy RTU500 series: Versions 13.5.1 through 13.5.3 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) | Hitachi Energy RTU500 series: Versions 13.7.1 through 13.7.6",https://www.cisa.gov/news-events/ics-advisories/icsa-25-259-02,"Tue, 16 Sep 25 12:00:00 +0000"
CVE-2025-6021,ICSA-25-259-02,Hitachi Energy RTU500 Series,2025-09-16T12:00:00Z,,CWE-121;CWE-122;CWE-190;CWE-354;CWE-476;CWE-611;CWE-776,"Hitachi Energy reports that the following products are affected: | Hitachi Energy RTU500 series: Version 13.6.1 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) Hitachi Energy RTU500 series: Versions 12.7.1 through 12.7.7 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) Hitachi Energy RTU500 series: Versions 13.4.1 through 13.4.4 (CVE-2025-39203) Hitachi Energy RTU500 series: Versions 13.5.1 through 13.5.3 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) Hitachi Energy RTU500 series: Versions 13.7.1 through 13.7.6 | Hitachi Energy RTU500 series: Version 13.6.1 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) | Hitachi Energy RTU500 series: Versions 12.7.1 through 12.7.7 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) | Hitachi Energy RTU500 series: Versions 13.4.1 through 13.4.4 (CVE-2025-39203) | Hitachi Energy RTU500 series: Versions 13.5.1 through 13.5.3 (CVE-2023-2953, CVE-2025-39203, CVE-2025-6021) | Hitachi Energy RTU500 series: Versions 13.7.1 through 13.7.6",https://www.cisa.gov/news-events/ics-advisories/icsa-25-259-02,"Tue, 16 Sep 25 12:00:00 +0000"
CVE-2021-41990,ICSA-25-259-03,"Siemens SIMATIC NET CP, SINEMA, and SCALANCE",2025-09-16T12:00:00Z,7.5,CWE-190,Siemens reports that the following products are affected: | Siemens RUGGEDCOM RM1224 LTE(4G) EU (6GK6108-4AM00-2BA2): < V7.1 Siemens SCALANCE M874-3 (6GK5874-3AA00-2AA2): < V7.1 Siemens SCALANCE M876-3 (EVDO) (6GK5876-3AA02-2BA2): < V7.1 Siemens SCALANCE M876-3 (ROK) (6GK5876-3AA02-2EA2): < V7.1 Siemens SCALANCE M876-4 (EU) (6GK5876-4AA00-2BA2): < V7.1 Siemens SCALANCE M876-4 (NAM) (6GK5876-4AA00-2DA2): < V7.1 Siemens SCALANCE MUM853-1 (EU) (6GK5853-2EA00-2DA1): < V7.1 Siemens SCALANCE MUM856-1 (EU) (6GK5856-2EA00-3DA1): < V7.1 Siemens SCALANCE MUM856-1 (RoW) (6GK5856-2EA00-3AA1): < V7.1 Siemens SCALANCE S615 (6GK5615-0AA00-2AA2): < V7.1 Siemens SCALANCE SC622-2C (6GK5622-2GS00-2AC2): < V2.3 (CVE-2021-41991) Siemens RUGGEDCOM RM1224 LTE(4G) NAM (6GK6108-4AM00-2DA2): < V7.1 Siemens SCALANCE SC632-2C (6GK5632-2GS00-2AC2): < V2.3 (CVE-2021-41991) Siemens SCALANCE SC636-2C (6GK5636-2GS00-2AC2): < V2.3 (CVE-2021-41991) Siemens SCALANCE SC642-2C (6GK5642-2GS00-2AC2): < V2.3 (CVE-2021-41991) Siemens SCALANCE SC646-2C (6GK5646-2GS00-2AC2): < V2.3 (CVE-2021-41991) Siemens SIMATIC CP 1242-7 V2 (6GK7242-7KX31-0XE0): < V3.3.46 (CVE-2021-41991) Siemens SIMATIC CP 1243-1 (6GK7243-1BX30-0XE0): < V3.3.46 (CVE-2021-41991) Siemens SIMATIC CP 1243-7 LTE EU (6GK7243-7KX30-0XE0): < V3.3.46 (CVE-2021-41991) Siemens SIMATIC CP 1243-7 LTE US (6GK7243-7SX30-0XE0): < V3.3.46 (CVE-2021-41991) Siemens SIMATIC CP 1243-8 IRC (6GK7243-8RX30-0XE0): < V3.3.46 (CVE-2021-41991) Siemens SIMATIC CP 1542SP-1 (6GK7542-6UX00-0XE0): < V2.2.28 (CVE-2021-41991) Siemens SCALANCE M804PB (6GK5804-0AP00-2AA2): < V7.1 Siemens SIMATIC CP 1542SP-1 IRC (6GK7542-6VX00-0XE0): < V2.2.28 (CVE-2021-41991) Siemens SIMATIC CP 1543-1 (6GK7543-1AX00-0XE0): < V2.2.28 (CVE-2021-41991) Siemens SIMATIC CP 1543SP-1 (6GK7543-6WX00-0XE0): < V2.2.28 (CVE-2021-41991) Siemens SIMATIC CP 1545-1 (6GK7545-1GX00-0XE0): < V1.1 (CVE-2021-41991) Siemens SINEMA Remote Connect Server: < V3.1 (CVE-2021-41991) Siemens SIPLUS ET 200SP CP 1542SP-1 IRC TX RAIL (6AG2542-6VX00-4XE0): < V2.2.28 (CVE-2021-41991) Siemens SIPLUS ET 200SP CP 1543SP-1 ISEC (6AG1543-6WX00-7XE0): < V2.2.28 (CVE-2021-41991) Siemens SIPLUS ET 200SP CP 1543SP-1 ISEC TX RAIL (6AG2543-6WX00-4XE0): < V2.2.28 (CVE-2021-41991) Siemens SIPLUS NET CP 1242-7 V2 (6AG1242-7KX31-7XE0): < V3.3.46 (CVE-2021-41991) Siemens SIPLUS NET CP 1543-1 (6AG1543-1AX00-2XE0): < V3.0.22 (CVE-2021-41991) Siemens SCALANCE M812-1 ADSL-Router (Annex A) (6GK5812-1AA00-2AA2): < V7.1 Siemens SIPLUS S7-1200 CP 1243-1 (6AG1243-1BX30-2AX0): < V3.3.46 (CVE-2021-41991) Siemens SIPLUS S7-1200 CP 1243-1 RAIL (6AG2243-1BX30-1XE0): < V3.3.46 (CVE-2021-41991) Siemens SCALANCE M812-1 ADSL-Router (Annex B) (6GK5812-1BA00-2AA2): < V7.1 Siemens SCALANCE M816-1 ADSL-Router (Annex A) (6GK5816-1AA00-2AA2): < V7.1 Siemens SCALANCE M816-1 ADSL-Router (Annex B) (6GK5816-1BA00-2AA2): < V7.1 Siemens SCALANCE M826-2 SHDSL-Router (6GK5826-2AB00-2AB2): < V7.1 Siemens SCALANCE M874-2 (6GK5874-2AA00-2AA2): < V7.1 | Siemens RUGGEDCOM RM1224 LTE(4G) EU (6GK6108-4AM00-2BA2): < V7.1 | Siemens SCALANCE M874-3 (6GK5874-3AA00-2AA2): < V7.1 | Siemens SCALANCE M876-3 (EVDO) (6GK5876-3AA02-2BA2): < V7.1 | Siemens SCALANCE M876-3 (ROK) (6GK5876-3AA02-2EA2): < V7.1 | Siemens SCALANCE M876-4 (EU) (6GK5876-4AA00-2BA2): < V7.1 | Siemens SCALANCE M876-4 (NAM) (6GK5876-4AA00-2DA2): < V7.1 | Siemens SCALANCE MUM853-1 (EU) (6GK5853-2EA00-2DA1): < V7.1 | Siemens SCALANCE MUM856-1 (EU) (6GK5856-2EA00-3DA1): < V7.1 | Siemens SCALANCE MUM856-1 (RoW) (6GK5856-2EA00-3AA1): < V7.1 | Siemens SCALANCE S615 (6GK5615-0AA00-2AA2): < V7.1 | Siemens SCALANCE SC622-2C (6GK5622-2GS00-2AC2): < V2.3 (CVE-2021-41991) | Siemens RUGGEDCOM RM1224 LTE(4G) NAM (6GK6108-4AM00-2DA2): < V7.1 | Siemens SCALANCE SC632-2C (6GK5632-2GS00-2AC2): < V2.3 (CVE-2021-41991) | Siemens SCALANCE SC636-2C (6GK5636-2GS00-2AC2): < V2.3 (CVE-2021-41991) | Siemens SCALANCE SC642-2C (6GK5642-2GS00-2AC2): < V2.3 (CVE-2021-41991) | Siemens SCALANCE SC646-2C (6GK5,https://www.cisa.gov/news-events/ics-advisories/icsa-25-259-03,"Tue, 16 Sep 25 12:00:00 +0000"
